titulo;descripcion;comensales;tiempo_minutos;categoria;dificultad;ingredientes;pasos
Receta de Ensalada griega de pepino tradicional;La ensalada griega es una receta tradicional de la gastronomía de Grecia que se elabora con los ingredientes típicos de este país y de la dieta mediterránea. Los ingredientes de esta rica y fácil ensalada son los tomates, la cebolla roja, el pepino, el pimiento, las aceitunas y el queso feta. Además, se aliña tradicionalmente de una forma muy sencilla con aceite de oliva, sal, pimienta y orégano. Es una opción ligera, fresca y saludable para un almuerzo, una cena o servida como un acompañamiento.;4;90;;baja;['1 pepino', '1/2 pimiento verde', '1/2 cebolla roja', '1 puñado de aceitunas negras sin hueso', '1/2 pimiento rojo', '10 tomates cherry o 2 tomates', '1 queso feta (puede ser vegano)', '1 cucharadita de orégano', '1 chorro de aceite de oliva', '1 pizca de pimienta negra', '1/2 cucharadita de sal', '50 gramos de harina de garbanzos', '200 ml de agua', '1 cucharada de copos de avena', '1 cucharadita de aceite de oliva', '1 cucharadita de zumo de limón', '1/4 cucharadita de sal', '1/2 cucharadita de tomillo', '1/2 cucharadita de orégano', '2 cucharadas de levadura de cerveza'];['Para elaborar el queso feta vegano pon al fuego un cazo con la mitad de agua (unos 100 ml) hasta que llegue a ebullición. Si prefieres elaborar la ensalada griega original, puedes saltarte este paso y usar queso feta común, aunque adelantamos que la versión vegana no tiene nada que envidiar.', 'Mientras se calienta el agua, mezcla en un bol todos los demás ingredientes: la harina de garbanzos, la avena, la sal, el aceite, el zumo de limón, el tomillo, el orégano, la levadura de cerveza y el resto de agua. Remueve hasta que quede una masa homogénea y suave.', 'Incorpora la mezcla resultante al cazo con el agua caliente y remueve sin parar durante 1-2 minutos, hasta que la mezcla quede espesa. Viértela en un molde o tupper cuadrado, alisa la superficie y guarda el molde en la nevera hasta que el queso vegano casero se enfríe y endurezca. Desmolda el queso y córtalo en dados.', 'Trocea la verdura para la ensalada griega tradicional: corta la cebolla, el pimiento y el pepino en trozos medianos, corta los tomates cherry y las aceitunas por la mitad.', 'En una ensaladera mezcla todos los ingredientes incluyendo el queso y aderézala con un buen chorro de aceite de oliva. También añade la sal, la pimienta y el orégano y remueve bien.', 'Sirve la ensalada griega con queso feta y pepino como un rico entrante o acompañamiento para otros platos. En la línea de las recetas tradicionales de Grecia, puedes probar la skordalia griega o la popular salsa tzatziki. Y no olvides visitar mi blog, Vegspiration, para encontrar más platos veganos deliciosos.']
Receta de Esqueixada de bacalao fácil y rápida;La esqueixada de bacalao, o esqueixada de bacallà original en catalán, es una ensalada de bacalao desmigado muy rica y sencilla típica de Cataluña en la que el ingrediente principal es el bacalao fresco. Puede variar según la zona, pues en algunos sitios añaden a esta esqueixada de bacalao pimientos verdes o rojos. Asimismo, cuando a la esqueixada catalana se le añaden legumbres como garbanzos, judías o alubias blancas estamos hablando de un empedrat. La llames como la llames, esta receta de esqueixada de bacalao sencilla y rápida que te enseño a preparar en RecetasGratis es un plato muy saludable, ideal como entrante o plato único, y muy rápido de preparar ya que en tan solo 10 minutos lo podrás tener listo porque no necesita ningún tipo de cocción.;2;10;Entrante;baja;['200 gramos de bacalao desalado', '3 tomates', '1 cebolla tierna', '1 bote de aceitunas negras de Aragón o muertas', '1 chorro de aceite de oliva', '1 chorro de vinagre', '1 pizca de pimienta', '1 pizca de sal (opcional)'];['Preparamos los ingredientes para la esqueixada de bacallà. El bacalao fresco lo compraremos desalado. Si no lo desalaremos en casa, lo pondremos en remojo unas 48 horas y lo cambiaremos 2-3 veces.', 'Cortaremos los tomates en rodajas. Los iremos poniendo en un plato de servir. Podemos poner un poco de sal y pimienta a los tomates.', 'Cortamos la cebolla tierna en rodajas finas y el bacalao desalado en tiras o trozos. También puedes picar la cebolla o cortarla en trozos pequeños, y utilizar una cebolla de Figueres o dulce en lugar de la tierna para hacer la esqueixada de bacalao catalana.', 'Encima de las rodajas de tomate iremos poniendo la cebolla y las tiras de bacalao.', 'Añadimos unas aceitunas negras de Aragón o muertas al gusto.', 'Preparamos la vinagreta para la ensalada de bacalao desmigado. En un vaso ponemos un chorro de aceite y vinagre. Lo batimos y mezclamos bien.', 'Ponemos un poco de pimienta, y sal solo si es necesario, por encima de la esqueixada de bacalao con tomate rallado y la vinagreta que tenemos preparada también. Servimos.']
Receta de Ensalada César venezolana;Aunque no lo creas, la ensalada César no es italiana sino…, ¡mexicana! Sin embargo, el creador de esta maravilla culinaria sí es originario de Italia y su creación ahora es patrimonio de la gastronomía mundial. Como suele suceder con la mayoría de los platillos famosos, cada país agrega algo de su creación.;11;15;Entrante;baja;['1 lechuga criolla grande', '3 dientes de ajo', '2 tazas de picatostes', '4 huevos cocidos cortados pequeños (opcional)', '½ taza de queso parmesano rallado', '2 latas de anchoas pequeñas', '1 chorro de aceite (para dorar los picatostes)', '5 cucharadas soperas de aceite de oliva', '4 cucharadas soperas de vinagre o zumo de limón', '1 gramo de sal'];['Antes que nada, prepara el aderezo para la ensalada César venezolana. Mezcla 5 cucharadas de aceite, 4 de vinagre y el 1/4 de cucharadita de sal. Preferiblemente hazlo dentro de un cuenco mediano y mezcla con una varilla de globo, así la vinagreta emulsionará más rápido. Si no posees la varilla de globo no importa, puedes utilizar un tenedor o cuchara, de cualquier manera el resultado final será el mismo. Reserva.', 'Prepara la lechuga para la ensalada, primero elimina todas las hojas exteriores que estén oscuras, maltratadas o secas. Hazlo separando hoja por hoja. Luego, lava muy bien la lechuga. ', 'Pica finamente o tritura los 3 dientes de ajo. Reserva.', 'En cuanto a los picatostes, tostones, croutones o croûton, tienes 3 opciones:', 'Coloca un cazo con agua para hervir los huevos. Espera hasta que el agua alcance el punto de ebullición, entonces baja un poco el fuego para mantener el punto y agrega los huevos. Espera entre 10 y 12 minutos.', 'Agrega en una sartén un chorrito de aceite y fríe los ajos picados para seguir con la receta de ensalada César venezolana.', 'Acto seguido, sofríe los picatostes. En mi caso los doré poco porque compré tostadas que corté en cuadros. Así que solo los freí para darles sabor y más color. En el caso de que prepares los picatostes caseros con pan de sándwich, tuesta hasta que queden crujientes. Te quedarán deliciosos, igual que los comprados.', 'Corta la lechuga lavada, preferiblemente con las manos, así evitas que se oxiden las hojas. El tamaño ideal para la ensalada César venezolana sería el de un bocado.', 'Agrega el queso y remueve con cuidado para evitar maltratar la lechuga. La mejor forma sería con 2 utensilios para ensaladas o dos cucharas de maderas.', 'Incorpora el resto de los ingredientes y remueve suavemente. ¡A degustar!', 'Una maravillosa receta que da la vuelta al mundo, agregando detalles en cada lugar. He aquí la versión caribeña que conserva su esencia pero con el toque venezolano. Esta receta de ensalada César venezolana es una excelente entrada o acompañante de platos principales, sin embargo también resulta una cena perfecta para muchos. Te invito degustar esta versión magnifica de la César tradicional. ']
Receta de Ensalada de judiones;Las legumbres son un alimento muy saludable que aporta proteínas vegetales, fibra, vitaminas y minerales y que tienen que estar presente en nuestras dietas. Por suerte, las legumbres son muy versátiles y puedes utilizarlas para preparar una gran variedad de platos, desde guisos hasta postres. Una ensalada de legumbres es otra opción saludable en la que puedas incorporar.;2;150;Plato principal;baja;['1 taza de judiones', '1 pepino', '½ cebolla roja', '1 mango', '3 rodajas de piña', '¼ bote de apio en tiras', '8 tomates cherry', '2 cucharadas soperas de cilantro picado', '1 mango', '1 diente de ajo', '1 pizca de sal', '1 chorro de vinagre de manzana', '1 chorro de aceite'];['Pon en remojo los judiones una noche antes de la preparación. ', 'Al día siguiente, ponlos en una olla con abundante cantidad de agua y cuécelos hasta que estén tiernos durante 1,5-2 horas. Escúrrelos bien y deja enfriar.', 'Corta los tomates cherry por la mitad, el pepino en rodajas y la piña en triángulos. Pela el mango y córtalo en dados.', 'En un bol mezcla los judiones de la Granja, la verdura cortada, el apio y la fruta troceada. Salpimienta al gusto.', 'Para preparar la vinagreta pela y trocea otro mango. Colócalo en la batidora junto con un diente de ajo, un chorro de vinagre, sal y un generoso chorro de aceite. Tritura hasta que quede una mezcla homogénea.', 'Vierte la vinagreta sobre la ensalada fría de judiones y sírvela con cilantro fresco por encima.']
Receta de Ensalada de pasta con salsa rosa y lechuga;Una buena ensalada de pasta siempre es una opción excelente cuando queremos combatir el calor, o disfrutar de un plato completo, sencillo y rápido. En esta ocasión proponemos añadir lechuga, atún, tomates cherry, huevo, queso y aceitunas, y complementar el plato con salsa rosa. ¿Qué te parece? Si te gusta la idea, quédate en RecetasGratis y aprende cómo hacer una ensalada de pasta con salsa rosa y lechuga.;1;15;Plato principal;baja;['1 puñado de mezcla de lechugas variadas', '1 vaso de pasta (para una persona)', '5 tomates cherry', 'Aceitunas al gusto', '1 lata de atún', 'Queso al gusto', '1 huevo', '1 pizca de orégano', '4 cucharadas soperas de mayonesa', '3 cucharadas soperas de salsa de tomate tipo kétchup', '1 cucharada sopera de zumo de naranja (opcional)', '1 cucharada sopera de zumo de limón (opcional)'];['Primero, ponemos a hervir la pasta con un chorrito de aceite. Nosotros hemos escogido lazos de colores, pero se podría preparar la ensalada de pasta con salsa rosa y lechuga con cualquier tipo, incluso con macarrones. Cuando esté al dente la escurrimos y pasamos por agua fría.', 'Aparte, ponemos a cocer el huevo. Nosotros hemos preparado ensalada de pasta y atún con salsa rosa para una persona en caso de plato único o para dos si se va a servir como acompañamiento. De esta forma, para más comensales se deberán incrementar las cantidades.', 'Ponemos la lechuga variada en la ensaladera o plato y mezclamos con la pasta escurrida y fría.. Nostros hemos escogido esta opción, pero también se puede utilizar un único tipo de lechuga.', 'Escurrimos el atún y lo añadimos a la ensalada de pasta y lechuga.', 'Cortamos los tomates cherry por la mitad y los agregamos. Hacemos lo mismo con las aceitunas. Para esta ensalada de pasta con salsa rosa y lechuga podemos usar aceitunas verdes o negras, con o sin hueso.', 'Cortamos el queso al gusto y lo distribuimos por la ensalada de pasta, atún y lechuga. Nosotros hemos optado por queso curado, pero se puede utilizar queso fresco, queso roquefort..., ¡según tus gustos!', 'Cuando el huevo esté cocido y frío, retiramos la cáscara, lo cortamos y lo distribuimos por la ensalada. Así mismo, añadimos orégano al gusto. Este ingrediente es opcional, pero aporta mucho sabor a la ensalada de pasta con salsa rosa y lechuga.', 'Ahora, preparamos la salsa rosa mezclando todos los ingredientes. Los zumos no son obligatorios, pero dan un toque de sabor excepcional.', 'Añadimos la salsa y servimos. Si sobra siempre podemos guardarla para otra ocasión. Esta receta de ensalada de pasta con salsa rosa y lechuga es fácil, está deliciosa y se presta a múltiples modificaciones, ya que podemos añadir piña, maíz e, incluso, pollo. Es ideal para comer como plato único, pero también para acompañar unas pechugas de pollo al limón, unas milanesas de ternera o lo que más nos guste.']
Receta de Ensalada de pasta con atún y cebolla;Esta es una ensalada de pasta con atún y cebolla práctica, sencilla y económica, ya que podemos utilizar cualquier ingrediente que tengamos en casa. Nosotros proponemos añadir zanahoria, perejil, mayonesa, requesón y ajo, además de los ingredientes protagonistas, pero como decimos, la lista se puede ampliar incorporando, por ejemplo, calabacín rallado, maíz, tomate, huevo cocido..., ¡las posibilidades son infinitas! Toma nota de la receta de ensalada de pasta con atún y cebolla que te mostramos en RecetasGratis y deja volar tu imaginación.;2;30;Plato principal;baja;['200 gramos de pasta', '1 lata de atún', '3 cucharadas soperas de mayonesa o salsa rosa', '2 cucharadas soperas de requesón', '1 cebolla pequeña picada', '1 diente de ajo', '1 zanahoria pequeña rallada', '50 gramos de aceitunas verdes picadas', '3 cucharadas soperas de perejil', 'Sal y aceite de oliva al gusto'];['Primero, ponemos la pasta a hervir. Luego, sofreímos la cebolla y el ajo en una sartén con un poco de aceite de oliva caliente. También podemos incorporar estos ingredientes crudos a la ensalada de pasta con atún, pero de esta forma queda mucho más sabrosa. Retiramos del fuego cuando estén listos estos ingredientes y colamos la pasta una vez cocida.', 'A continuación, preparamos el resto de ingredientes. Así, picamos el perejil, las aceitunas y rallamos la zanahoria. ', 'En un reciìente colocamos la pasta cocida, el sofrito de cebolla y ajo, el perejil, la zanahoria, el requesón, las aceitunas y la mayonesa, y mezclamos todo. Si queremos, podemos sustituir la mayonesa por salsa rosa, ya que esta ensalada de pasta con atún y cebolla se presta a ambas opciones. Así mismo, podemos hacer nuestra propia salsa rosa mezclando mayonesa con kétchup.', 'Cuando tenemos todos los ingredientes de la ensalada de pasta con atún y cebolla incorporamos, añadimos un chorrito de aceite de oliva y sal al gusto.', '¡Ya tenemos listo el plato! Ahora que sabes cómo hacer ensalada de pasta con atún y cebolla, anímate a probarla, a experimentar añadiendo ingredientes y no olvides dejar tu comentario. Esta receta es ideal para llevar a la playa, al trabajo en tupper o para cualquier momento. Si nos quedamos con hambre, podemos acompañarla con un filete de pescado a la plancha o con pechuga de pollo al horno.']
Receta de Ensalada de judías blancas con tomate;Ensalada de alubias blancas con vinagreta y tomate, un plato fresco, muy nutritivo y muy completo. Una ensalada ideal para el verano y otra manera de comer legumbres, y si añadimos un huevo o una lata de atún nos queda un plato muy completo.;4;30;Plato principal;baja;['500 gramos de alubias cocidas', '2 tomates de ensalada', '1 pimiento verde', '1 pimiento rojo', '1 cebolleta', '1 bote de aceitunas', '1 cucharada postre de albahaca fresca o seca', '1 pizca de sal', '4 cucharadas soperas de aceite de oliva', '2 cucharadas soperas de vinagre', '1 diente de ajo'];['Preparamos los ingredientes para empezar a elaborar la ensalada de alubias blancas con tomate.', 'Si queréis cocer vosotros las alubias, las dejáis 12 horas en remojo. Luego, las ponéis en una olla cubiertas de agua con una cebolla y una hoja de laurel, y las tenéis cociendo hasta que queden tiernas.', 'Picamos todas las verduras en trozos pequeños: el pimiento rojo, pimiento verde y la cebolleta.', 'Cortamos los tomates en rodajas o en trozos pequeños, como más nos guste la ensalada de alubias blancas.', 'En una fuente ponemos las alubias cocidas, añadimos todas las verduras picadas y colocamos las rodajas de tomates alrededor. Añadimos unas cuantas aceitunas al gusto para potenciar el sabor de la ensalada de judías blancas y tomate.', 'Preparamos el aliño. Para ello, en un bol ponemos el aceite de oliva, picamos 1-2 dientes de ajos muy pequeñi y los añadimos.', 'En el bol del aliño, agregamos el vinagre, la albahaca y un poquito de sal, lo batimos hasta que nos quede una salsa. Rociamos esta salsa por toda la ensalada de judías blancas con tomate y servimos. Podemos acompañarla con una tortilla de calabacín y puerro o unas estupendas empanadillas de queso. Pásate por mi blog Cocinando con Montse y descubre mis recetas.']
Receta de Ensalada de patata y remolacha;La ensalada de patata y remolacha es un plato tradicional de la cocina etíope. También se conoce con el nombre yeqey sir qiqqil y consiste en una ensalada templada de remolacha o beterrada con patatas y cebolla y un riquísimo aliño de mostaza picante. Sin duda, te encantará esta receta tan sencilla y rica que traigo a RecetasGratis y pasará a formar parte de tu recetario.;2;45;Entrante;baja;['1 remolacha', '3 patatas', '1 cebolla morada', '1 cucharada sopera de mostaza', '1 cucharada sopera de sirope de agave o miel', '1 pizca de pimienta negra', '1 chile rojo o guindilla pequeño', '½ cucharadita de sal', '1 cucharada sopera de zumo de limón', '½ cucharadita de semillas de mostaza', '1 cucharada sopera de cilantro'];['Pon a cocer la remolacha y las patatas hasta que queden blandas. ', 'Pela las patatas, la remolacha y la cebolla y córtalas en dados pequeños.', 'Prepara la vinagreta mezclando en un bol la mostaza, el sirope de agave o miel, la sal, la pimienta, el zumo de limón, el chile y la cebolla picados. Añade la cantidad de chile que más te agrade, si no te gusta el picante, añade muy poquita cantidad.', 'En un bol mezcla toda la verdura, añade el aliño y mezcla bien. ', 'En una sartén caliente pon las semillas de mostaza y saltéalas hasta que se abran. Espárcelas por encima de la ensalada de papa y remolacha junto con un poco de cilantro fresco y sirve.']
Receta de Ensalada de tomate, mozzarella y orégano;Una sencilla y estupenda ensalada de tomate con queso mozzarella y orégano, un plato fresquito y rápido para pasar el calor. Con una gran presentación, lleva muy pocos ingredientes por eso es esencial que los ingredientes sean de buena calidad, ya que un buen tomate y un buen queso marcan la diferencia en esta ensalada. Ahora que los tomates están buenísimos, tenemos que preparar ricas ensaladas de verano como esta. Sigue leyendo y descubre en RecetasGratis cómo hacer una ensalada de tomate y queso mozzarella.;2;10;Entrante;baja;['3 tomates', '1 trozo de queso mozzarella', '1 cebolla', '1 bote de aceitunas negras', '1 cucharada postre de orégano', '1 chorro de aceite', '1 pizca de sal'];['Preparamos los ingredientes para elaborar la ensalada de tomate y queso mozzarella más rápido.', 'Lavamos y cortamos los tomates. Luego, cortamos también a rodajas la mozzarella y la cebolla.', 'Colocamos las rodajas alternando tomate y queso y ponemos la cebolla por encima.', 'Ponemos unas aceitunas negras que, si queremos, también pueden ser verdes. Podemos añadir unas hojas de rúcula o espinacas.', 'Sazonamos con aceite, sal y orégano. ¡Y lista para comer! Si nos gusta, también podemos condimentar la ensalada de tomate, mozzarella y orégano con una vinagreta de albahaca o una vinagreta de cilantro. Visita mi blog Cocinando con Montse y descubre todas mis recetas.']
Receta de Ensalada de papa con cebolla morada;Las ensaladas son la mejor forma de combatir el calor, ya que además de refrescantes nos permiten obtener un plato completo y delicioso en apenas unos minutos. Podemos reservarlas en un tupper y convertirlas en una receta para la playa, comerlas en casa o servirlas como acompañamiento de otro plato más contundente. Si te animas a probar la que compartimos en RecetasGratis, sigue leyendo y aprende cómo hacer una ensalada de papa con cebolla morada.;4;15;Plato principal;baja;['1 kilogramo de patatas cocidas', '250 gramos de atún en aceite (escurrido)', '1 cebolla morada', '1 puñado de aceitunas al gusto', 'Mix de hojas verdes', '100 mililitros de aceite de oliva', '1 limón (jugo)', '2 dientes de ajo machacado', '1 cucharadita de cúrcuma', '1 pizca de pimienta negra', '1 pizca de sal'];['Empezamos la receta de ensalada de patata cocida con atún lavando bien las hojas, cortando las papas, picando la cebolla morada y deshuesando las aceitunas (si tienen hueso). Para este plato hemos escocido la variedad de papas cambray, de manera que las hemos cortado por la mitad y las hemos cocido con piel.', 'Colocamos los ingredientes anteriores en una ensaladera, añadimos el atún escurrido y mezclamos bien. Para acelerar el proceso, podemos pasar las patatas cocidas por agua fría, ya que la ensalada de papas y cebolla morada que estamos preparando no es templada.', 'Para hacer el condimento, mezclamos el aceite de oliva con el jugo del limón, el ajo machacado, la cúrcuma, sal y pimienta al gusto. Si nos gusta más, también podemos preparar una vinagreta de mostaza y miel. Así mismo, el vinagre balsámico es una excelente opción.', 'Vertemos la salsa sobre la ensalada de papa con cebolla morada y atún, mezclamos y servimos inmediatamente. Esta ensalada de verano es ideal para incluir en nuestras recetas para llevar a la playa, a un pícnic o para disfrutar en casa sin pasar mucho tiempo en la cocina. Otras ensaladas frías y deliciosas que debes probar son las siguientes:']
Receta de Ensalada de espinacas frescas y queso de cabra;Con la llegada del buen tiempo apetecen mucho más las ensaladas como esta de espinacas con fresas y nueces. Las ensaladas no tienen que ser aburridas, podemos hacerlas muy variadas como la que yo os propongo con espinacas, fresas, nueces y queso, una combinación fresca para un entrante diferente y fresco.;4;15;Entrante;baja;['1 bolsa de espinacas frescas', '1 docena de fresas', '100 gramos de nueces', '1 paquete de queso de cabra en rulo', '1 manojo de rábanos', '1 chorro de aceite', '1 pizca de sal', '1 chorro de vinagre de Módena', '1 paquete de tostadas de pan pequeñas'];"['Preparamos los ingredientes para elaborar la ensalada de espinacas frescas y fresas más rápido.', 'Lavamos bien las hojas de espinacas.', 'Lavamos y cortamos las fresas por la mitad o en rodajas, según nos guste.', 'Lavamos y cortamos en rodajas los rábanos, un producto que aportará mucho sabor a la ensalada de espinacas frescas y queso de cabra.', 'Cortamos el queso de cabra en trozos o rodajas, como más nos guste.', 'Picamos las nueces con un mortero o el utensilio que tengamos en casa.', 'Montamos todo en una fuente o en platos individuales. Preparamos el aliño poniendo en un bol el aceite, la sal y el vinagre de Módena; lo mezclamos bien y aliñamos la ensalada de espinacas frescas y fresas justo antes de servir. También podemos aliñarla con una vinagreta de mostaza y miel.', 'Servimos la ensalada de espinacas frescas y queso de cabra acompañado de tostaditas de pan o picatostes caseros. Más recetas en mi blog Cocinando con Montse, ¡te espero!']"
Receta de Ensalada de repollo y zanahoria sin mayonesa;Esta ensalada de col y zanahoria rallada es una versión veraniega y fresca de la clásica ensalada de col americana. Es perfecta para servir en un almuerzo o cena como plato principal o como una guarnición. Vamos a darle un toque tropical, dulce y frutal añadiendo piña, manzana y pasas y la vamos a servir con una deliciosa salsa de piña para sustituir la mayonesa que ayudará a crear una rica combinación de sabores. Sigue leyendo y descubre en RecetasGratis cómo hacer ensalada de repollo y zanahoria sin mayonesa.;4;30;Entrante;baja;['½ repollo', '2 manzanas', '6 rodajas de piña', '1 zanahoria', '½ pepino', '1 puñado de pasas', '1 manojo de algas agar agar en tiras', '2 cucharadas soperas de aceite', '2 cucharadas soperas de semillas de lino', '¼ taza de agua                                                                    (60 mililitros)', '1 cucharadita de pasta de umeboshi', '1 chorro de salsa de soja', '2 cucharadas soperas de levadura de cerveza'];['Pon en remojo las algas agar agar en agua tibia durante 15 minutos. Pasado el tiempo de remojo, escúrrelas bien apretando con las manos y con una tijera corta las fibras en trozos más cortos.', 'Pela la manzana y la zanahoria. Ralla la manzana, la zanahoria, el pepino y el repollo en un rallador grueso o procésalos en un robot de cocina como he hecho yo.', 'En una ensaladera mezcla toda la verdura y la fruta, añade las pasas, 3 rodajas de piña cortada en trocitos y las algas agar agar para seguir con la preparación de la ensalada de repollo y zanahoria sin mayonesa.', 'Prepara la salsa de piña combinando las otras 3 rodajas de piña con el aceite, el agua, la pasta de umeboshi, la levadura de cerveza, las semillas de lino y la salsa de soja. Tritura todos los ingredientes hasta que se forme una salsa espesa y homogénea.', 'Sirve la ensalada de repollo y zanahoria rallada sin mayonesa con la salsa de piña por encima. Como ves, se trata de una ensalada americana vegana muy completa, perfecta para acompañar otros platos, como unas hamburguesas de quinoa y remolacha, o ideal para servir como plato único. Pásate por mi blog Vegspiration y descubre todas mis recetas, ¡te sorprenderán!']
Receta de Ensalada verde con vinagreta de naranja;Las ensaladas siempre apetecen. Aunque se consuman más en verano, en invierno también las podemos preparar pero con ingredientes de esta época.;2;15;Entrante;baja;['1 bolsa de lechugas variadas', '2 naranjas', '1 trozo de queso blanco', '3 lonchas de jamón salado', '3 rábanos', '1 pizca de sal', '1 pizca de aceite', '1 chorro de zumo de naranja'];['Dejamos todos los ingredientes sobre la mesa de trabajo para poder hacer la ensalada verde con vinagreta de naranja más rápido.', 'Lavamos las lechugas y ponemos una ración en un plato.', 'Picamos unos rábanos y los ponemos alrededor del plato.', 'Pelamos y cortamos la naranja en gajos quitando las pieles. Aparte, picamos el queso blanco y troceamos el jamón.', 'Ponemos todos los trozos encima de las lechugas para seguir con la elaboración de la ensalada de naranja y queso.', 'Preparamos la vinagreta de naranja para ensalada. Para ello, en un bol ponemos un chorro de aceite, sal y un buen chorro de zumo de naranja. Lo batimos bien.', 'Aliñamos la ensalada ¡y lista para comer! Esta ensalada verde con vinagreta de naranja es ideal para servir a modo de entrante de un plato más fuerte, como unas costillas en salsa de vino blanco o pescado a la plancha. Más recetas en mi blog, Cocinando con Montse, ¡no te lo pierdas!']
Receta de Ensalada de huevas de bacalao;Anímate a preparar esta deliciosa y fácil ensalada de huevas de bacalao con mayonesa de cúrcuma y pan de centeno que he compartido en RecetasGratis. Las huevas de los animales marinos, peces, mariscos, erizos, etc son en realidad la concentración de la puesta de huevos de la especie de que se trate.;4;90;Entrante;baja;['250 gramos de huevas de bacalao', '1 litro de agua', '2 cucharadas soperas de sal', '1 bolsa de mezcla de ensaladas', '300 gramos de apio nabo', '2 zanahorias', '1 cebolla roja pequeña', '2 ramas de apio', 'Unas hojas de cogollos de lechuga', '8 rebanadas de pan de centeno', '50 gramos de harina', '½ cucharadita de sal marina', 'aceite de oliva para aliñar', '120 mililitros de aceite de oliva', '4 cucharadas soperas de zumo de limón', '1 cucharadita de azúcar', '1 cucharadita de cúrcuma', '½ cucharadita de sal', '1 pizca de pimienta negra molida', '1 huevo'];['Ponemos a hervir el agua, envolvemos las huevas con papel film como si fuesen caramelos y las dejamos hervir unos 8 minutos, las sacamos del agua y las reservamos.', 'Cortamos el apio, la zanahoria y el apio nabo en rodajas finas y las hervimos durante 3 minutos en agua con sal, los escurrimos y las dejamos enfriar.', 'Cortamos en rodajas la cebolla roja. Ponemos en una ensaladera la mezcla de ensaladas con todas las demás verduras.', 'Retiramos el papel de plástico de las huevas de bacalao cocidas y las cortamos en rodajas de un centímetro de espesor aproximadamente, las pasamos por harina y las freímos en una sartén con un poco de aceite hasta que las veamos doradas.', 'Calentamos el horno y ponemos las rebanadas de pan de centeno pintadas con aceite y un poco de sal y las dejamos hasta que se pongan crujientes.', 'Para preparar la mayonesa de cúrcuma ponemos todos los ingredientes pertinentes en el vaso de la batidora y batimos como para una salsa mayonesa normal.', 'A la mezcla de verduras le añadimos las huevas de bacalao fritas y la mayonesa de cúrcuma. Y ya podremos disfrutar de esta rica ensalada de huevas de pescado en la mesa. Entra en mi blog La cocina de Catina para ver más recetas de bacalao como esta.']
Receta de Ensalada templada de alcachofas;Se ha demostrado que comer alcachofas ayuda a evitar la obesidad y el colesterol malo, ya que son unos factores de riesgo cardiovascular. Aunque es una verdura de invierno, está presente todo el año en el mercado, de manera que podemos degustarla siempre que nos apetezca. Así mismo, es muy saludable para el estómago, por lo que facilita la digestión. Por todo ello, en RecetasGratis propongo una sencilla receta de ensalada templada de alcachofas, muy fácil y rápida de hacer.;2;15;Entrante;baja;['100 gramos de habas frescas peladas', '2 alcachofas grandes', '80 gramos de queso de oveja', '1 chorro de aceite de oliva virgen', '1 pizca de sal', '1 pizca de pimienta negra molida', 'Hojas variadas para ensalada'];['Calienta abundante agua con un poco de sal, deja que se ponga a hervir y añade las habas peladas. Deja que se cuezan durante 3 o 4 minutos, escurre y reserva.', 'Limpia las alcachofas quitando las hojas más duras, pela el rabito y corta las puntas, pártelas por la mitad y cada mitad en 4 partes más. De esta forma, obtendrás una deliciosa ensalada de corazones de alcachofa.', 'Pon una sartén al fuego con un poco de aceite y saltea las alcachofas. Añade las habas reservadas a la sartén, salpimienta, remueve y deja que se cocine todo junto un minuto.', 'Para servir la ensalada templada de alcachofas, pon las hojas sobre un plato y añade la mezcla del salteado. Echa por encima lascas del queso y un chorrito de aceite de oliva. Puedes utilizar lechuga, escarola, rúcula, canónigos..., ¡lo que más te guste! Así mismo, puedes agregar otras verduras a la ensalada tibia de alcachofas como pimiento verde o calabacín. Puedes cortar las alcachofas muy finas y freírlas en abundante aceite unos segundos, te saldrán unas chips crujientes para la ensalada.', 'Para esta receta de ensalada de corazones de alcachofa también puedes utilizar habas cocidas en conserva, las añades directamente a la sartén y ya está. Este plato es ideal para servir a modo de entrante de cualquier otra comida más fuerte, o como guarnición de carnes, pescados o platos vegetarianos. Más recetas en mi blog Mandarinas y miel.']
